model_name,task_name,total_trials,trial_ids,trial_names,successful_trials,execution_times_sec,setup_times_sec,success_rate,resolves_task,successful_trial_ids
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,polyglot-c-py,5,"['96138730-f61a-4694-90c5-cff3013f4fa4', '53384d0b-c0fe-455d-aec6-0dccdcf3516b', '94437be0-6127-4e60-9d04-0ab1ce858c18', '86039e9d-c8a4-4d01-b5a0-09f5cb93f03a', '42506c05-0b8f-44c5-bdf9-471d096039eb']","['polyglot-c-py__2vhxHft', 'polyglot-c-py__BLxpfFd', 'polyglot-c-py__S4R3uAR', 'polyglot-c-py__JFsgM7E', 'polyglot-c-py__7yG2LHs']",0,"[645.758931, 276.795469, 900.017569, 910.368116, 900.021209]","[98.922845, 42.044261, 39.204978, 29.459725, 18.664754]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,polyglot-rust-c,5,"['f103b773-8968-4255-8010-51bd4d12d885', 'ad923874-ba26-47b4-910b-65c45878a365', '1a00b578-0289-44b6-ac5c-159e90734e2d', '2aba641d-7392-4150-a147-6d3889b8ffed', 'a28b88cf-dd7c-48b8-8cb9-303aa3ede905']","['polyglot-rust-c__zULG5rb', 'polyglot-rust-c__U5urFN7', 'polyglot-rust-c__hqEhYTK', 'polyglot-rust-c__ESUKMPX', 'polyglot-rust-c__VR9mNbz']",0,"[934.293, 903.469799, 913.178116, 900.098759, 969.394023]","[101.045948, 162.991682, 124.60954, 276.624563, 57.660151]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,port-compressor,8,"['28a9158a-9005-4996-a870-e363a30af346', '51c3aa97-9c56-4bef-8fe4-1fa6065b2e7b', 'b59b9cb4-f824-4081-b887-928ae94f3714', '4befc5da-a436-472a-abb8-ad979455e306', 'd79fa122-ecd8-46d8-993a-066b8fe48c5d', 'ef762438-6043-4a42-a45a-b9b481840ac6', '8db551d9-2c26-4240-9690-62caf946da55', 'b9eccab8-ff11-4122-a4ab-f070a092cd75']","['port-compressor__Jo7KfnL', 'port-compressor__YWcxq44', 'port-compressor__zQpnDE9', 'port-compressor__VQVza72', 'port-compressor__YFCSXNj', 'port-compressor__dGrWYKD', 'port-compressor__LdZXC3q', 'port-compressor__qwxFuso']",0,"[3606.503901, 3600.001236, 3023.158004, 3600.001221, 3600.012846, 3600.471402, 3631.215361, 3620.130999]","[163.261978, 8.99425, 32.758919, 11.584992, 15.49711, 70.891101, 56.872722, 94.278499]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,prove-plus-comm,5,"['4950fe5c-3af4-45d7-a081-14d6a0e07d4c', 'c19d4e24-023a-4add-b057-7000c90bb0a6', '9c2fe063-782e-40e1-ae1d-b58d66d2c509', 'dc2307f9-bb45-42a0-a9d9-98cb6da01938', '36736c49-f973-4f04-a4d6-0f70f8b434da']","['prove-plus-comm__WmhHmvT', 'prove-plus-comm__XB3QU5C', 'prove-plus-comm__UUpejzd', 'prove-plus-comm__KoyHKGT', 'prove-plus-comm__33ztmP4']",1,"[918.028176, 171.709209, 900.492358, 913.233448, 421.592904]","[71.236606, 60.574584, 99.077601, 26.460775, 21.154305]",0.2,False,['c19d4e24-023a-4add-b057-7000c90bb0a6']
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pypi-server,5,"['6ef22d23-a879-40d3-8a98-ed05816976ae', '1da65ffb-e7a9-4ee8-8839-871df824e61a', '3f78b1e8-cb9d-4af8-b2c7-e903385708df', 'b8db9335-78b1-4bed-b311-101d54fe3041', 'ce1ba356-19d9-43bb-bae1-220cb6d8d8bc']","['pypi-server__dZHdpoV', 'pypi-server__ystWeVP', 'pypi-server__RmzS3Xo', 'pypi-server__wc6PPvt', 'pypi-server__5m4huNZ']",0,"[713.294589, 540.424395, 916.468089, 900.033032, 905.443565]","[36.301268, 50.303853, 58.175051, 15.279564, 53.300196]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pytorch-model-cli,5,"['f24f41b4-cc98-4e13-8806-ece358093e32', '3e0b43ee-d1db-4a8c-9ac2-e4e15da730cb', 'f11df8b3-737e-4ccf-b4a5-ef18c483681e', '2d83485b-af72-448b-8644-258d388ba039', '110ceb01-9bb6-4ee9-a536-3befcdc6dfaf']","['pytorch-model-cli__cRBziR8', 'pytorch-model-cli__5yCH79o', 'pytorch-model-cli__ySAdAYw', 'pytorch-model-cli__jwwbFtv', 'pytorch-model-cli__DQ9eXhH']",0,"[817.143022, 900.338713, 494.687185, 627.12886, 519.175958]","[61.250292, 68.738528, 17.918739, 134.879992, 28.378745]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pytorch-model-recovery,5,"['e6572517-37bf-41b4-b946-125ef1b835fa', 'a16a7f97-95db-440a-a0fa-8c634070f020', '07929289-c988-4c7d-bed9-2e2cb0248511', '4fd8980d-e426-4a44-9874-36ec457c15f8', 'd7e18913-fb5c-49a4-a3ed-6633139ee79b']","['pytorch-model-recovery__d8ZtC6x', 'pytorch-model-recovery__uRvzBRn', 'pytorch-model-recovery__yJeJF6G', 'pytorch-model-recovery__h5JF2Re', 'pytorch-model-recovery__TRAGoM9']",4,"[900.633301, 903.378763, 751.309458, 430.819549, 902.05764]","[30.883103, 53.457161, 43.390339, 11.826565, 70.020075]",0.8,True,"['e6572517-37bf-41b4-b946-125ef1b835fa', 'a16a7f97-95db-440a-a0fa-8c634070f020', '07929289-c988-4c7d-bed9-2e2cb0248511', '4fd8980d-e426-4a44-9874-36ec457c15f8']"
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,qemu-alpine-ssh,5,"['d4b87041-cda1-4319-8c0c-2e2d61f42e52', '3b091743-9d58-4880-a98a-afdf2fd0a4ed', 'd7af7174-d4be-4866-9e6e-959bfaedf1b8', '4c591c36-a783-4cac-bec6-27deca072d9f', '83308219-5470-4a16-9a38-37fa964effc5']","['qemu-alpine-ssh__6oGjx8V', 'qemu-alpine-ssh__RmHdqfp', 'qemu-alpine-ssh__4Pqh47E', 'qemu-alpine-ssh__ekHA5X3', 'qemu-alpine-ssh__BibBxZa']",1,"[950.905527, 904.12361, 916.920913, 1042.147924, 933.500665]","[9.837422, 28.21325, 4.473999, 9.646792, 13.799776]",0.2,False,['d4b87041-cda1-4319-8c0c-2e2d61f42e52']
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,qemu-startup,5,"['ffd4ac71-08c4-4de3-9c7d-359959bca4eb', '36de5c8a-60aa-4341-9049-1fdc98684b9d', 'c5404025-c58d-40ba-a1d2-074dd8cec48e', '120412fd-90b8-40e2-99cf-4ee0a21cec29', 'f7dffa74-2af0-4d70-8602-531047175d88']","['qemu-startup__RSBF3NR', 'qemu-startup__tTgZb4H', 'qemu-startup__65sxhCf', 'qemu-startup__mN3Y4qV', 'qemu-startup__wnvYtmn']",0,"[484.467271, 985.877287, 423.513362, 328.085657, 903.169268]","[14.724536, 33.329235, 17.928102, 36.163478, 3.132949]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,regex-log,5,"['9679a48a-c639-4284-b212-2b0f33001376', 'e528c6d2-364a-4733-9e8b-45df229c6e62', 'e2502451-d4ef-4f33-9466-cd239cc9208a', '39f86d6b-ac6e-485f-ab7c-d5a2198be334', '4ea25959-ffb9-4bd7-881e-b9fdf873a331']","['regex-log__yX9Fspk', 'regex-log__GpATmgg', 'regex-log__AHigQKG', 'regex-log__TZTXVEn', 'regex-log__bY52NPt']",1,"[837.614507, 595.950667, 283.320473, 169.47116, 253.577828]","[122.608796, 188.96036, 80.887695, 132.992643, 111.94208]",0.2,False,['9679a48a-c639-4284-b212-2b0f33001376']
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,reshard-c4-data,5,"['61674130-ed1a-4ff1-81a9-250181621a7b', 'b5d051e6-2e82-45ab-8b36-3cec87526505', '987274e9-3af2-4985-a9ab-caed1fafbf2f', 'caec024e-5e88-4670-a6b6-5ba5cfcfa517', '0629b802-6f0c-4fbe-850d-5ddd8edda6f9']","['reshard-c4-data__UEBmp2w', 'reshard-c4-data__jymFLDZ', 'reshard-c4-data__EQNzYez', 'reshard-c4-data__NXpLXQ2', 'reshard-c4-data__VbYun4C']",0,"[2067.149465, 900.415971, 902.722468, 901.364213, 920.520015]","[22.45284, 18.812733, 107.143788, 62.864361, 109.016309]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,reverse-engineering,5,"['bb68e8e4-4743-44f6-8942-6991e1ff517c', 'a5e4f0bd-a43f-4ae8-85fe-0ef66ea804db', '5f1db1e7-b797-47b4-af5f-b544d065ca23', '8f2413db-2f65-4407-a2db-9778a2a2abe5', '3f5a6d24-6e1d-4bfa-9ebf-56952f550972']","['reverse-engineering__rkfcw9B', 'reverse-engineering__PGaK4hr', 'reverse-engineering__q4WCkTF', 'reverse-engineering__MSCf7XG', 'reverse-engineering__6ES3vfR']",0,"[1801.072754, 1800.046909, 2578.574091, 1807.866536, 1804.727068]","[21.867555, 67.512781, 38.277869, 7.275086, 35.536231]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,run-pdp11-code,5,"['6ec28ab7-d65a-46e3-9029-5aefe40b8c44', '45b2f304-ae64-45a4-8558-4e70379cd240', '2f141cf1-85a6-4582-a4cf-1b8d7e98a967', 'a8a4cbe5-c513-4402-8427-f59e35c9f280', 'e1ad5434-ef3e-4d1b-a619-2a1b1b7a347f']","['run-pdp11-code__MFPPEEU', 'run-pdp11-code__fTbuWve', 'run-pdp11-code__BLHUqJ2', 'run-pdp11-code__cgQiKuC', 'run-pdp11-code__Q2HuXha']",0,"[1016.778645, 1002.416079, 1064.575988, 557.633957, 1037.034821]","[115.384091, 36.417422, 304.950596, 24.703851, 40.615138]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sanitize-git-repo,5,"['841cb7ef-442e-440b-971d-2ceb424ef6fa', 'c4d34cee-3c07-42c1-a333-aa5b92c0b7a9', 'fa6a4c84-53ba-4db3-9a2b-93f90c51c384', '865a1dbd-87b9-4299-960b-266a47f8fccd', '8562de32-7234-4140-bd24-bd6d836e7ab2']","['sanitize-git-repo__rg5kSdv', 'sanitize-git-repo__XZMBLWY', 'sanitize-git-repo__jRGugtw', 'sanitize-git-repo__swjxNeM', 'sanitize-git-repo__gEMwWgc']",0,"[338.235869, 566.58534, 685.862373, 368.31449, 924.262306]","[12.867351, 29.061723, 41.638324, 27.831983, 72.027955]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,schemelike-metacircular-eval,5,"['fe1ac5d2-7cbe-4703-8fd2-c437d053b0b9', 'f3d5209f-75c1-469d-a2f2-394a1e52c804', '8b9d43ac-8bcb-44b7-afc7-0c0e222215f7', '6fa06099-a8bd-4ff8-b824-16b2daa5eea2', '19b899fb-4901-4c1b-99f3-298517133102']","['schemelike-metacircular-eval__uRbvtK5', 'schemelike-metacircular-eval__ZC69a62', 'schemelike-metacircular-eval__yxhQTnq', 'schemelike-metacircular-eval__RE5GBi8', 'schemelike-metacircular-eval__fFVCULy']",0,"[1588.052894, 2406.472815, 1993.440478, 1705.2129, 521.083524]","[45.660359, 27.029698, 62.42163, 97.769285, 42.521746]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sparql-university,5,"['61c6711c-c079-4f82-8c38-a34fb167d390', '0443b97d-fb79-40d8-8221-e8fb98f8b037', '96af64fe-5703-4aa1-8d21-eaed8b288382', '8a684b88-63bb-4b0a-b5b4-0ef90a464515', '5e091d0c-f174-4d2e-8459-f389aa1e56a8']","['sparql-university__tmLuyKu', 'sparql-university__LUfVjui', 'sparql-university__Qw8BbXY', 'sparql-university__z6SphQN', 'sparql-university__QsWHwWw']",0,"[242.737937, 197.593441, 345.050973, 330.063359, 740.661314]","[26.648831, 36.100445, 28.034718, 47.434951, 88.462879]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sqlite-db-truncate,5,"['b14da1d4-649f-4ba6-a2b1-72aaeb523af0', '32847b81-c54f-40ef-aea3-69e7c59819a2', 'bf255481-ad29-4dd8-8c91-b83637ecd598', 'c11658db-3f80-4a84-afb6-562cf84011da', 'd985b6b2-99b4-436b-9282-e633c1439311']","['sqlite-db-truncate__5UwQxQH', 'sqlite-db-truncate__zbdhU7u', 'sqlite-db-truncate__kWAaC8R', 'sqlite-db-truncate__YgBXMtc', 'sqlite-db-truncate__RAycvxZ']",0,"[459.544682, 102.045474, 909.242928, 267.649291, 912.580101]","[13.888787, 13.518836, 119.810266, 55.359395, 51.195039]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sqlite-with-gcov,5,"['97fbbc39-736d-4f5c-9f68-baf75a97efd1', '0b00c9f8-4f8a-4583-bdde-4b1ad6d8e374', 'ef1dfe3a-22d5-4aa2-9d81-f53220c3591f', '803364a1-8a6d-405a-b9c5-09b8adb8bcce', '04c418bf-6408-49af-8cb0-063ba47cac4f']","['sqlite-with-gcov__n5tHLe8', 'sqlite-with-gcov__yUXakDm', 'sqlite-with-gcov__jLvt65X', 'sqlite-with-gcov__KazT9kz', 'sqlite-with-gcov__zi4LBgG']",3,"[528.388895, 573.841481, 281.09867, 464.546568, 536.338517]","[60.989955, 129.459355, 36.357548, 60.452216, 50.832145]",0.6,True,"['97fbbc39-736d-4f5c-9f68-baf75a97efd1', '0b00c9f8-4f8a-4583-bdde-4b1ad6d8e374', '04c418bf-6408-49af-8cb0-063ba47cac4f']"
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,torch-tensor-parallelism,5,"['51b82477-b3b9-4992-8b98-e28c1600dc68', '29f04105-1318-4344-a102-34391b76d4e1', 'f3d56195-48ad-4244-8618-3389b534b8c0', '856688c1-a118-4a91-87f9-6d6ceec6479f', '94289b2a-8326-4d30-a761-a6322b7c715d']","['torch-tensor-parallelism__zfaJQX6', 'torch-tensor-parallelism__QFsAopU', 'torch-tensor-parallelism__Qo9mfdJ', 'torch-tensor-parallelism__3AAGAko', 'torch-tensor-parallelism__6BLwi8D']",0,"[294.167971, 94.44862, 915.468369, 171.888906, 246.88208]","[49.093982, 28.279927, 52.620394, 36.92883, 14.466311]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,train-fasttext,5,"['3047ae54-efed-4b96-8549-4751dffdb665', 'e6fc1e44-e6f2-4a78-97b1-39d4d7c8f08f', 'cb0a58be-813e-4e99-b67a-5b033eeeeceb', '53ef0924-cdc3-428e-803a-61a001840766', '8c00bb8f-5bfd-4ff7-8c0c-966207be7589']","['train-fasttext__SULzXPZ', 'train-fasttext__QwLe63X', 'train-fasttext__qMC7uKi', 'train-fasttext__QHJj6Bv', 'train-fasttext__BfHxoeu']",0,"[3600.005859, 3600.005803, 3384.744772, 2193.987261, 2789.764409]","[121.376611, 46.10825, 22.724076, 29.065385, 61.461353]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,tune-mjcf,5,"['82b5839d-886d-40b5-a852-1653cdec6b06', 'bb53acdd-4535-4c63-bcbc-affdf4a87c43', '6880c3c6-dc10-4fa4-89a1-15bb36475bc2', '58b84e9a-c6b1-432f-9154-39c16c5c6c4e', '6d020c64-9f1a-4787-981b-809db23d7fe4']","['tune-mjcf__e3V7AN7', 'tune-mjcf__tuQ8c4N', 'tune-mjcf__ezGe6sb', 'tune-mjcf__bEsrSZf', 'tune-mjcf__5uzmco3']",0,"[900.150001, 905.38447, 926.405488, 903.975567, 912.085006]","[11.601399, 14.983068, 20.518119, 24.793314, 16.428378]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,video-processing,5,"['dce71606-3c3d-44ec-82c9-2ff2b6b90017', '30e53f46-c864-4daa-9f4f-f53179e3b3a8', '778d0912-eb5d-4fbd-9e64-1536cd1b248d', '471a30d0-ad55-4fee-bae0-ffd41c9c740e', 'aa4c500f-9ac3-4d13-b2cd-d6b2a24a91ee']","['video-processing__eHoxUNq', 'video-processing__uyrZjKF', 'video-processing__SkhkTNC', 'video-processing__k7VMEAw', 'video-processing__gsQxecr']",0,"[734.966628, 347.069534, 191.416571, 146.085358, 214.152491]","[71.428915, 66.952552, 17.696547, 158.528616, 18.251384]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,vulnerable-secret,5,"['5758f3f6-7ba3-43a3-927a-2acee10ea356', 'cb14cfbb-c94d-4084-b37e-911fe14b8535', '95cced3d-837a-4195-aca9-a18ea1133954', 'bd5ec0ab-6205-4d82-8744-c6f95775a718', 'b59ecf56-52bd-4a33-ad47-8fa0193f959e']","['vulnerable-secret__ovgxzsP', 'vulnerable-secret__q7xvGJv', 'vulnerable-secret__QdCccjZ', 'vulnerable-secret__VJNGUWR', 'vulnerable-secret__vAUEYAu']",2,"[909.040839, 883.723027, 900.17298, 506.285393, 906.910553]","[47.138019, 24.524782, 10.234568, 59.841587, 16.46195]",0.4,False,"['cb14cfbb-c94d-4084-b37e-911fe14b8535', 'bd5ec0ab-6205-4d82-8744-c6f95775a718']"
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,wasm-pipeline,5,"['5521ae71-8218-46ff-be18-bf4bf78cf3ae', 'c1240fdb-3584-4259-b968-0f7319f290ef', '62c9f64c-22ce-423a-925c-9427a28367a3', '063e0a84-f376-4612-aa21-b3b3635d7220', '2ae55719-bbc1-4e65-9991-32578fd559c0']","['wasm-pipeline__tgN57Pt', 'wasm-pipeline__Ei5pmD7', 'wasm-pipeline__jsRicTa', 'wasm-pipeline__M2CrrBY', 'wasm-pipeline__MYegqMz']",3,"[668.711147, 902.518384, 912.009142, 819.460915, 861.04068]","[20.876757, 39.225768, 5.690126, 7.893707, 21.987688]",0.6,True,"['5521ae71-8218-46ff-be18-bf4bf78cf3ae', '063e0a84-f376-4612-aa21-b3b3635d7220', '2ae55719-bbc1-4e65-9991-32578fd559c0']"
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,winning-avg-corewars,5,"['3b796342-349c-4df3-9f6a-945109d63b02', '5c64a0ce-0d37-43dd-b734-44f1e0bbd3f2', 'ddd65d26-9828-4fb6-8842-5544683a07b4', '24edb57e-b515-4450-817f-dbb41af0cf48', '83ff0bfd-63ae-4cd1-959f-13edd7c0d9e2']","['winning-avg-corewars__rwg6DJ3', 'winning-avg-corewars__XdMAssP', 'winning-avg-corewars__jPye5yy', 'winning-avg-corewars__8NvuGHh', 'winning-avg-corewars__u8X49pk']",0,"[3617.791612, 1018.186355, 2644.987331, 2908.69855, 2500.151304]","[80.313467, 7.097878, 14.079213, 28.659943, 64.508308]",0.0,False,[]
Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,write-compressor,5,"['4e597b9a-c5ef-4b59-8223-5e86513af6fb', 'c1a1c713-f23f-4ecb-8c5e-65013e98ff1a', '868b95de-384a-49f1-bd00-8bff2712c038', '5118648f-de26-4aff-8431-44add62f6a71', '4ded7305-b551-4435-83d2-75e77477c6ec']","['write-compressor__xieNdbi', 'write-compressor__KjaJ3nh', 'write-compressor__cxzdaAZ', 'write-compressor__oKR6UJJ', 'write-compressor__mspkEBd']",0,"[946.012866, 904.311186, 1416.734966, 357.40933, 609.812507]","[23.341344, 144.140971, 19.09455, 75.876899, 26.6544]",0.0,False,[]
claude-opus-4-1-20250805,adaptive-rejection-sampler,8,"['1284a529-edbb-4347-bd59-bd5493da2c4a', '7daac61f-ef7f-4e79-899d-002f4b720853', 'ad324328-3962-49e4-9455-cdda48b9045c', 'e11be6ad-07a4-4552-8375-4a138ee7911e', '5cd2324a-63e5-4417-9edc-755ac39359d3', '4fcdd852-4c82-4729-b5cc-7762b7e288dc', '4585c41e-32e5-405b-8c54-19fc2ced7d3d', '3024e72e-2c78-48bc-aa7a-8da2915a1b92']","['adaptive-rejection-sampler__aNXbUZg', 'adaptive-rejection-sampler__mQenUWg', 'adaptive-rejection-sampler__U24Ypcy', 'adaptive-rejection-sampler__QNC78Ao', 'adaptive-rejection-sampler__TUaCEQD', 'adaptive-rejection-sampler__Bg56nSf', 'adaptive-rejection-sampler__QMqUhff', 'adaptive-rejection-sampler__SQ8moUR']",1,"[2121.535579, 900.000748, 1318.187283, 904.121964, 947.652979, 901.03392, 900.001006, 906.380667]","[30.8222, 60.747592, 16.022372, 19.848566, 65.753639, 49.005965, 19.78082, 48.154178]",0.125,False,['7daac61f-ef7f-4e79-899d-002f4b720853']
claude-opus-4-1-20250805,bn-fit-modify,8,"['e4aa94c8-ec8b-4fbd-ab1e-66ad614990e1', '1fa20ee9-325e-46c4-b090-22368e10c9b2', '3acd3c36-8da2-4cb2-b6c3-78e51ad977d3', '46a7e4ae-b4d5-4053-bea5-842dec05f212', '898cac89-d695-46db-8ab4-5a67c86a074e', '4de09ee5-4ae9-449a-9d06-264f3f435c83', '28255882-cd6a-4aeb-9850-cd41da942f9f', 'f8518e6e-75f5-451b-bbf4-e9280009b305']","['bn-fit-modify__3668zBi', 'bn-fit-modify__x8Bppfs', 'bn-fit-modify__aRZsDm7', 'bn-fit-modify__pvg7a2A', 'bn-fit-modify__XuBsjw2', 'bn-fit-modify__LAetN6k', 'bn-fit-modify__QZhu97h', 'bn-fit-modify__gsHCxzi']",7,"[492.502431, 556.406186, 709.066568, 3148.396303, 312.339663, 429.705317, 2010.089567, 434.211663]","[208.916357, 20.663706, 69.926148, 13.28266, 18.545732, 10.118221, 14.436303, 66.928621]",0.875,True,"['e4aa94c8-ec8b-4fbd-ab1e-66ad614990e1', '3acd3c36-8da2-4cb2-b6c3-78e51ad977d3', '46a7e4ae-b4d5-4053-bea5-842dec05f212', '898cac89-d695-46db-8ab4-5a67c86a074e', '4de09ee5-4ae9-449a-9d06-264f3f435c83', '28255882-cd6a-4aeb-9850-cd41da942f9f', 'f8518e6e-75f5-451b-bbf4-e9280009b305']"
claude-opus-4-1-20250805,break-filter-js-from-html,9,"['0008e336-0b20-40c1-a7b7-171a24dedb1e', 'f7fa1c4c-d940-4b04-b3c8-5186d91383e3', 'bc3ae8b5-74fc-4454-9b09-a9ca11863b7f', 'f9f5040e-e07c-4047-a7bf-f0d6b5f78e7a', '07abddd0-8a13-4559-a31b-137e7b339203', '4cd8953f-32d0-4fd7-9d10-702963de9804', 'ae860e5c-7fea-4d0c-913e-dea5e3ba38c5', 'b4def6cd-da27-405b-b54f-a69b96fbb0fc', 'c821726f-7ac8-4249-ae40-9a12c199e9b8']","['break-filter-js-from-html__85Ap7Ca', 'break-filter-js-from-html__6FbY7vE', 'break-filter-js-from-html__R3XMLke', 'break-filter-js-from-html__kkku7Zn', 'break-filter-js-from-html__64xZqe3', 'break-filter-js-from-html__67ktJQm', 'break-filter-js-from-html__gTW5r3D', 'break-filter-js-from-html__BnN4bPN', 'break-filter-js-from-html__V37rVQg']",2,"[1200.000446, 1038.054024, 1433.311452, 1200.001203, 1220.980814, 1210.427035, 1204.059704, 1228.124283, 1200.301857]","[14.670786, 56.892474, 36.205352, 6.620019, 16.103186, 106.929811, 12.890103, 7.217558, 11.799534]",0.2222222222222222,False,"['f7fa1c4c-d940-4b04-b3c8-5186d91383e3', 'ae860e5c-7fea-4d0c-913e-dea5e3ba38c5']"
claude-opus-4-1-20250805,build-cython-ext,7,"['dc758f7d-3f57-4366-863d-254582068199', 'b2072ee7-71b9-4ff6-a7fd-c3c994739765', '66f07cd7-3358-4af9-b076-f2572a615b71', 'ab6108e2-5c89-4b49-a6bb-ab401aa260d6', '0e8eb221-0ed3-4301-b90e-7c14d7552466', 'b5c07074-3df7-4b5d-ad8b-e16c1d69fe88', 'c67f451d-6fbc-413a-b078-19d09aa4fff5']","['build-cython-ext__HZueAk9', 'build-cython-ext__xP99Gtr', 'build-cython-ext__Ajz4Sc2', 'build-cython-ext__ZeNnx59', 'build-cython-ext__u4DA384', 'build-cython-ext__kHMDH8b', 'build-cython-ext__SGc8t5g']",0,"[900.239924, 906.73594, 908.751913, 391.65488, 355.528366, 1106.463119, 819.120516]","[9.905421, 95.251746, 80.76814, 14.216452, 10.423655, 14.086483, 38.131282]",0.0,False,[]
claude-opus-4-1-20250805,build-initramfs-qemu,5,"['4b09af71-aea2-4f2e-af72-ba09df9983d2', '38177e56-a04d-43b5-a30a-3268bac4afdc', 'fdf2e318-f7d6-4ad5-bb3f-3dbb1dc3caab', 'aa6f7e7e-5074-43b9-89ec-24775f66a5be', '9e72a9be-9370-43c2-8806-ec0d8b681445']","['build-initramfs-qemu__M6Kv8s8', 'build-initramfs-qemu__LyAPXoa', 'build-initramfs-qemu__GtFR5zc', 'build-initramfs-qemu__f59ahg2', 'build-initramfs-qemu__Yd3HaRr']",0,"[266.960812, 833.239931, 915.374893, 1765.657198, 941.034192]","[10.113314, 18.74592, 26.66418, 11.025914, 43.196876]",0.0,False,[]
claude-opus-4-1-20250805,build-pmars,8,"['f81f030a-7184-492c-aab0-5745976961b6', '34f30856-3acf-421e-8f76-960f02eb687e', 'a2634787-a53f-4c61-a5cf-f66a9c524ee7', 'f80a04e9-2b60-4aff-8a2c-4a6ea03bf2c5', 'bd2b3632-1ec9-4cef-87c6-b88e2d37e711', '404d5ee1-69e0-4edb-aa19-be0318d96bc8', '16278f11-4364-400b-a421-3e0ccb0320e1', '1201fa4c-80d4-4052-92f3-00e3055cc4a1']","['build-pmars__zQJTLbR', 'build-pmars__97G9bXy', 'build-pmars__3ietDrq', 'build-pmars__ZpQBDW2', 'build-pmars__poa6rsA', 'build-pmars__x847F5v', 'build-pmars__8HBKAaJ', 'build-pmars__UE3R8qn']",4,"[1774.903555, 435.413576, 216.313743, 160.044596, 600.126326, 240.389111, 284.202395, 426.776973]","[1.921645, 15.035574, 5.845382, 2.414952, 41.367095, 1.908836, 5.609373, 71.957622]",0.5,False,"['34f30856-3acf-421e-8f76-960f02eb687e', 'a2634787-a53f-4c61-a5cf-f66a9c524ee7', 'f80a04e9-2b60-4aff-8a2c-4a6ea03bf2c5', '404d5ee1-69e0-4edb-aa19-be0318d96bc8']"
claude-opus-4-1-20250805,build-pov-ray,8,"['a628caf2-3b24-4267-b396-6224b0ea28fb', 'f4e058fb-b6e6-4e75-8350-6c6322d9bc0c', 'e6dab586-0ee2-4913-96ca-b84e461dd698', 'f74ef816-d76c-414c-aea2-2164d75f612b', 'b5f2ac72-f0bf-4b5a-88e2-9466b5bf0c68', '142f0af5-5153-4871-bef3-eef70b2bba15', 'b6438a72-dbf2-409a-8095-03cd4feb0650', '07f4f9ae-1f07-461f-90bb-708c8eae9d4f']","['build-pov-ray__ktj84UJ', 'build-pov-ray__AFKLrmJ', 'build-pov-ray__5SjoSWu', 'build-pov-ray__hUwi2H4', 'build-pov-ray__UP8iWaf', 'build-pov-ray__cmAybvu', 'build-pov-ray__bXfsai9', 'build-pov-ray__R6YUTY6']",6,"[600.042798, 1037.054903, 2203.271707, 872.578565, 637.10085, 912.703749, 3200.760685, 964.374654]","[20.772125, 55.863131, 14.650231, 22.888486, 12.651929, 30.452545, 15.879534, 14.345967]",0.75,True,"['a628caf2-3b24-4267-b396-6224b0ea28fb', 'f4e058fb-b6e6-4e75-8350-6c6322d9bc0c', 'f74ef816-d76c-414c-aea2-2164d75f612b', '142f0af5-5153-4871-bef3-eef70b2bba15', 'b6438a72-dbf2-409a-8095-03cd4feb0650', '07f4f9ae-1f07-461f-90bb-708c8eae9d4f']"
